Page path and screen class,Country,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
/,China,116,115,1.008695652,1.904347826,424,0,0
/xml-sitemaps/,China,92,21,4.380952381,109.2380952,308,0,0
/,United States,86,65,1.323076923,11.61538462,345,0,0
/,India,75,39,1.923076923,16.46153846,289,0,0
/,United Kingdom,71,47,1.510638298,17.87234043,291,0,0
/xml-sitemaps/,United States,65,23,2.826086957,57.7826087,213,0,0
/crawlytics/e4ea94d17dc647ecabfae169,Tunisia,47,1,47,9,102,0,0
/seo-crawler/,United States,44,35,1.257142857,37.17142857,162,0,0
/,Türkiye,43,12,3.583333333,19.91666667,122,0,0
/seo-crawler/,United Kingdom,37,31,1.193548387,23.41935484,130,0,0
/seo-crawler/,India,30,23,1.304347826,34.39130435,112,0,0
/crawlytics/fc98229d63972022f208e092,Tunisia,28,1,28,82,66,0,0
/python/tutorial/running-python-scripts-uv/,Germany,28,25,1.12,18,108,0,0
/,Germany,27,17,1.588235294,18.47058824,105,0,0
/entity-extraction/,United States,25,24,1.041666667,11.75,110,0,0
/,Switzerland,24,8,3,29.125,83,0,0
/reverse-dns-lookup/,Thailand,24,8,3,58.25,88,0,0
/seo-crawler/,Thailand,24,18,1.333333333,0,66,0,0
/,Brazil,23,11,2.090909091,26.36363636,72,0,0
/bot-ips/,United States,23,23,1,3.043478261,85,0,0
/schema-generator/,Denmark,22,22,1,0,67,0,0
/seo-crawler/,France,22,10,2.2,33.9,81,0,0
/user-agent-parser/,United States,22,12,1.833333333,45.5,92,0,0
/,Croatia,21,10,2.1,12.4,95,0,0
/llm-content-evaluation/,Pakistan,21,5,4.2,121,66,0,0
/,Pakistan,20,11,1.818181818,14.72727273,79,0,0
/reverse-dns-lookup/,India,20,14,1.428571429,25.57142857,91,0,0
/text-analysis/,Italy,20,4,5,97.25,63,0,0
/,Poland,19,9,2.111111111,17.11111111,58,0,0
/reverse-dns-lookup/,United States,19,17,1.117647059,18.52941176,92,0,0
/seo-crawler/,Germany,19,13,1.461538462,49.53846154,78,0,0
/user-agent-parser/,Bangladesh,19,9,2.111111111,131.1111111,74,0,0
/xml-sitemaps/,Vietnam,19,7,2.714285714,113.5714286,65,0,0
/seo-crawler/,Pakistan,18,9,2,51.88888889,51,0,0
/xml-sitemaps/,Pakistan,18,7,2.571428571,110,61,0,0
/xml-sitemaps/,United Kingdom,18,13,1.384615385,40.53846154,61,0,0
/,Mexico,17,7,2.428571429,29.14285714,47,0,0
/,Canada,16,9,1.777777778,115.4444444,70,0,0
/,Italy,16,10,1.6,15.4,58,0,0
/python/tutorial/running-python-scripts-uv/,United States,15,15,1,37.66666667,68,0,0
/seo-crawler/,Switzerland,15,8,1.875,30.375,48,0,0
/urlytics/,United Kingdom,15,13,1.153846154,6.538461538,50,0,0
/xml-sitemaps/,Italy,15,7,2.142857143,44,51,0,0
/xml-sitemaps/,Russia,15,9,1.666666667,47.33333333,56,0,0
/seo-crawler/,Türkiye,14,7,2,30.42857143,47,0,0
/,Netherlands,13,8,1.625,17.125,48,0,0
/python/tutorial/running-python-scripts-uv/,United Kingdom,13,12,1.083333333,30,59,0,0
/xml-sitemaps/,India,13,10,1.3,5,50,0,0
/crawlytics/072e74499ea82f0cead82def,Ukraine,12,1,12,13,35,0,0
/crawlytics/210e58f3514e15859757fac5,Taiwan,12,2,6,309,36,0,0
/crawlytics/f92924ad54b6907dfd5edf63,Ukraine,12,1,12,57,28,0,0
/entity-extraction/,China,12,12,1,14.83333333,42,0,0
/seo-crawler/,Netherlands,12,9,1.333333333,27.55555556,50,0,0
/,Indonesia,11,7,1.571428571,8.285714286,40,0,0
/,Russia,11,8,1.375,10,40,0,0
/crawlytics/2d2b3babd61b7e141aca40a7,Tunisia,11,1,11,32,31,0,0
/crawlytics/897ce71cbfb2de6d4be460d1,Denmark,11,1,11,23,28,0,0
/python/,India,11,8,1.375,15.125,34,0,0
/python/tutorial/running-python-scripts-uv/,France,11,11,1,10.36363636,46,0,0
/reverse-dns-lookup/,Canada,11,4,2.75,104,45,0,0
/seo-crawler/,Sweden,11,7,1.571428571,75.14285714,41,0,0
/xml-sitemaps/,Germany,11,10,1.1,21.3,50,0,0
/xml-sitemaps/,Hong Kong,11,4,2.75,134.75,36,0,0
/xml-sitemaps/,Switzerland,11,3,3.666666667,33.66666667,35,0,0
/about/,Croatia,10,4,2.5,11.75,33,0,0
/audience-manager/,China,10,10,1,0,36,0,0
/crawlytics/1a62feffc3b926a8f6a28a28,Belgium,10,1,10,87,29,0,0
/crawlytics/bccc60104727d0ffd919b9c6,Switzerland,10,1,10,43,30,0,0
/crawlytics/c2e2b76c78d487667be9bd6d,Moldova,10,1,10,71,23,0,0
/entity-extraction/,United Kingdom,10,9,1.111111111,38.44444444,34,0,0
/llm-crawl-eval/,United States,10,10,1,28.3,38,0,0
/schema-generator/,India,10,9,1.111111111,108,32,0,0
/seo-crawler/,Italy,10,4,2.5,59.75,33,0,0
/seo-crawler/,Spain,10,6,1.666666667,22.66666667,34,0,0
/serp/,India,10,6,1.666666667,64.83333333,31,0,0
/,France,9,5,1.8,3,25,0,0
/,Vietnam,9,5,1.8,13.4,32,0,0
/content-similarity/,United States,9,6,1.5,4.833333333,28,0,0
/crawlytics/a2495d2e7178963b3e83ab0f,Philippines,9,1,9,72,28,0,0
/python/,United States,9,9,1,14.55555556,33,0,0
/python/tutorial/start-here/index.html,United States,9,9,1,10.44444444,37,0,0
/reverse-dns-lookup/,Germany,9,6,1.5,12.66666667,32,0,0
/reverse-dns-lookup/,Italy,9,4,2.25,17.75,34,0,0
/seo-crawler/,Brazil,9,7,1.285714286,32.42857143,30,0,0
/seo-crawler/,Canada,9,8,1.125,47.375,37,0,0
/seo-crawler/,Poland,9,6,1.5,34.33333333,27,0,0
/user-agent-parser/,India,9,6,1.5,9.833333333,32,0,0
/xml-sitemaps/,Slovakia,9,3,3,222,35,0,0
/xml-sitemaps/,Türkiye,9,4,2.25,67,28,0,0
/,Denmark,8,3,2.666666667,20,25,0,0
/,Greece,8,4,2,26.25,30,0,0
/,Spain,8,4,2,15.25,29,0,0
/crawlytics/65213e32589b40b2a57a41fb,Netherlands,8,1,8,44,22,0,0
/crawlytics/b85f382e99ba3e9e0046f569,Denmark,8,1,8,49,23,0,0
/crawlytics/eb834176c8312223ec5eb50e,France,8,2,4,120,28,0,0
/crawlytics/fd39681b20e83fb3ae45bcd4,Greece,8,1,8,77,24,0,0
/entity-extraction/,Brazil,8,7,1.142857143,27.57142857,36,0,0
/entity-extraction/,India,8,7,1.142857143,8.142857143,30,0,0
/python/,Switzerland,8,5,1.6,14.6,23,0,0
/python/tutorial/running-python-scripts-uv/,Brazil,8,5,1.6,16.2,30,0,0
/schema-generator/,United States,8,6,1.333333333,18.5,25,0,0
/seo-crawler/,Taiwan,8,2,4,228.5,33,0,0
/serp/,United Kingdom,8,7,1.142857143,16.85714286,26,0,0
/urlytics/,United States,8,6,1.333333333,12,27,0,0
/,Australia,7,7,1,19.42857143,31,0,0
/,Hong Kong,7,4,1.75,2.5,18,0,0
/,Tunisia,7,3,2.333333333,26.66666667,25,0,0
/crawlytics/0faaaa99c2001264233fe1ae,Türkiye,7,2,3.5,50.5,23,0,0
/crawlytics/a85da662a491977049dff11e,Germany,7,1,7,24,19,0,0
/entity-extraction/,Australia,7,4,1.75,26.75,28,0,0
/gsc-dashboard/,India,7,7,1,28.85714286,27,0,0
/gsc-dashboard/,United Kingdom,7,7,1,11.57142857,24,0,0
/gsc-dashboard/,United States,7,6,1.166666667,111.6666667,26,0,0
/llm-crawl-eval/,Netherlands,7,2,3.5,37.5,16,0,0
/python/how-to/,India,7,4,1.75,11.75,24,0,0
/python/tutorial/crawling/,Switzerland,7,2,3.5,307,21,0,0
/python/tutorial/running-python-scripts-uv/,India,7,7,1,41.42857143,33,0,0
/python/tutorial/running-python-scripts-uv/,Italy,7,5,1.4,26.6,25,0,0
/python/tutorial/running-python-scripts-uv/,Netherlands,7,6,1.166666667,39.83333333,27,0,0
/schema-generator/,United Kingdom,7,5,1.4,49.4,20,0,0
/seo-crawler/,Czechia,7,5,1.4,15.2,26,0,0
/seo-crawler/,Philippines,7,5,1.4,49,31,0,0
/serp/,China,7,7,1,0,24,0,0
/user-agent-parser/,United Kingdom,7,7,1,10.42857143,26,0,0
/xml-sitemaps/,Ukraine,7,5,1.4,136.6,28,0,0
/,Ireland,6,6,1,11.66666667,28,0,0
/,Malaysia,6,3,2,44.33333333,21,0,0
/,San Marino,6,2,3,14.5,21,0,0
/,Slovenia,6,4,1.5,48.75,24,0,0
/about/,United States,6,3,2,85,17,0,0
/bot-ips/,United Kingdom,6,6,1,24.83333333,21,0,0
/crawlytics/51dbc516bcc7a18bafcba6fe,United Kingdom,6,2,3,102.5,20,0,0
/crawlytics/88723c060ce8308362ddf521,Italy,6,1,6,23,17,0,0
/crawlytics/91b311f8dcc8242a365d467d,United States,6,1,6,0,9,0,0
/entity-extraction/,Türkiye,6,5,1.2,16.8,22,0,0
/gsc-dashboard/,Croatia,6,3,2,75.66666667,18,0,0
/llm-content-evaluation/,Latvia,6,5,1.2,0,16,0,0
/llm-crawl-eval/,Ireland,6,4,1.5,33.25,18,0,0
/python/tutorial/,India,6,6,1,9,19,0,0
/python/tutorial/advertools-v0.17.0-new-features/,United States,6,6,1,10.16666667,23,0,0
/reverse-dns-lookup/,New Zealand,6,3,2,19.66666667,22,0,0
/reverse-dns-lookup/,United Kingdom,6,5,1.2,7,25,0,0
/seo-crawler/,Bangladesh,6,1,6,0,29,0,0
/seo-crawler/,China,6,4,1.5,6.25,25,0,0
/seo-crawler/,Indonesia,6,5,1.2,21.8,22,0,0
/seo-crawler/,Tunisia,6,2,3,41,22,0,0
/serp/,Croatia,6,3,2,15,16,0,0
/xml-sitemaps/,Netherlands,6,5,1.2,29.6,25,0,0
/xml-sitemaps/,Sweden,6,2,3,246.5,16,0,0
/,Austria,5,2,2.5,14,17,0,0
/,Czechia,5,4,1.25,13.25,29,0,0
/,Nepal,5,2,2.5,23.5,17,0,0
/,United Arab Emirates,5,4,1.25,2.25,19,0,0
/about/,Switzerland,5,3,1.666666667,23,15,0,0
/bot-ips/,China,5,5,1,0,19,0,0
/bot-ips/,Netherlands,5,5,1,10.2,20,0,0
/content-similarity/,Italy,5,1,5,31,15,0,0
/crawlytics/b5b0ec1bec23bf94c1243aca,Czechia,5,1,5,129,14,0,0
/crawlytics/c3f5485a690eeb18c9e4ee41,Taiwan,5,1,5,172,15,0,0
/crawlytics/e7c8121ce6be027f8f0e30c9,Tunisia,5,1,5,47,15,0,0
/entity-extraction/,Italy,5,5,1,7.2,19,0,0
/link-analysis/,United Kingdom,5,4,1.25,18,15,0,0
/llm-content-evaluation/,India,5,3,1.666666667,79.33333333,20,0,0
/llm-crawl-eval/,Pakistan,5,3,1.666666667,26.66666667,16,0,0
/python/,Netherlands,5,5,1,7.4,18,0,0
/python/how-to/,United States,5,4,1.25,101.75,14,0,0
/python/tutorial/running-python-scripts-uv/,Belgium,5,5,1,24.2,22,0,0
/python/tutorial/running-python-scripts-uv/,Canada,5,5,1,16.8,23,0,0
/python/tutorial/running-python-scripts-uv/,Poland,5,5,1,29,23,0,0
/python/tutorial/running-python-scripts-uv/,Spain,5,5,1,21,24,0,0
/reverse-dns-lookup/,China,5,5,1,6.6,23,0,0
/reverse-dns-lookup/,Morocco,5,5,1,3.4,19,0,0
/schema-generator/,Australia,5,3,1.666666667,27.33333333,13,0,0
/schema-generator/,Czechia,5,2,2.5,10,19,0,0
/seo-crawler/,Japan,5,3,1.666666667,47.33333333,21,0,0
/seo-crawler/,New Zealand,5,2,2.5,32,18,0,0
/seo-crawler/,Slovakia,5,4,1.25,96.5,21,0,0
/serp/,Switzerland,5,4,1.25,9.75,14,0,0
/text-analysis/,United States,5,4,1.25,18.5,15,0,0
/urlytics/,China,5,5,1,6.6,20,0,0
/urlytics/,France,5,3,1.666666667,78.33333333,18,0,0
/user-agent-parser/,China,5,5,1,1.8,18,0,0
/xml-sitemaps/,France,5,4,1.25,53.25,16,0,0
/xml-sitemaps/,Poland,5,4,1.25,53,21,0,0
/xml-sitemaps/,Spain,5,4,1.25,39.75,22,0,0
/xml-sitemaps/,Tunisia,5,2,2.5,45.5,17,0,0
/,Finland,4,1,4,79,14,0,0
/,Japan,4,4,1,6.25,20,0,0
/about/,India,4,3,1.333333333,35.33333333,13,0,0
/audience-manager/,United Kingdom,4,2,2,92.5,12,0,0
/content-similarity/,India,4,3,1.333333333,5,11,0,0
/content-similarity/,United Kingdom,4,3,1.333333333,4,12,0,0
/crawlytics/1a62feffc3b926a8f6a28a28,France,4,1,4,10,16,0,0
/crawlytics/22c47dc91384f80abf2fee3c,Taiwan,4,1,4,155,11,0,0
/crawlytics/25d76648fa95145ec9889c30,Spain,4,1,4,23,9,0,0
/crawlytics/369d5c8fde9cb510570b6f1f,Czechia,4,1,4,14,11,0,0
/crawlytics/73a353e9bd3ddf69aa70c817,United Kingdom,4,1,4,222,12,0,0
/crawlytics/7a27327de34c5606988aa910,Romania,4,1,4,34,11,0,0
/crawlytics/7a4772c773939ec2808d1cbf,Spain,4,1,4,62,12,0,0
/crawlytics/877c8a3e8fc7462e600700c8,Nepal,4,1,4,113,12,0,0
/crawlytics/8f3c3d67661f3387e86cab07,Hungary,4,1,4,84,12,0,0
/crawlytics/d0359518f780c4219d648c32,Sweden,4,1,4,12,14,0,0
/entity-extraction/,Canada,4,4,1,24.75,15,0,0
/entity-extraction/,Japan,4,4,1,22.75,20,0,0
/llm-crawl-eval/,Canada,4,4,1,23,14,0,0
/llm-crawl-eval/,India,4,4,1,67.75,17,0,0
/llm-crawl-eval/,Italy,4,1,4,1487,9,0,0
/llm-crawl-eval/,United Kingdom,4,4,1,86.25,12,0,0
/posts/evergreen-crawling-xml-sitemaps/index.html,China,4,4,1,0,12,0,0
/posts/llm-content-evaluation/,Belarus,4,1,4,20,15,0,0
/python/explanation/crawl-file-structure/,China,4,4,1,0,14,0,0
/python/how-to/,China,4,4,1,0,13,0,0
/python/seo/,United States,4,3,1.333333333,15.66666667,10,0,0
/python/tutorial/running-python-scripts-uv/,Denmark,4,4,1,18,18,0,0
/python/tutorial/running-python-scripts-uv/,Sweden,4,4,1,54.25,20,0,0
/reverse-dns-lookup/,Brazil,4,3,1.333333333,44,17,0,0
/reverse-dns-lookup/,Netherlands,4,4,1,10,19,0,0
/reverse-dns-lookup/,United Arab Emirates,4,2,2,98.5,15,0,0
/reverse-dns-lookup/,Vietnam,4,3,1.333333333,6.666666667,16,0,0
/schema-generator/,Canada,4,4,1,49.5,13,0,0
/schema-generator/,Switzerland,4,3,1.333333333,20.33333333,13,0,0
/seo-crawler/,Australia,4,4,1,72.25,17,0,0
/seo-crawler/,Croatia,4,4,1,4,12,0,0
/seo-crawler/,Romania,4,5,0.8,17,14,0,0
/seo-crawler/,Russia,4,2,2,23,13,0,0
/seo-crawler/,South Africa,4,1,4,98,10,0,0
/serp/,United States,4,4,1,16.5,12,0,0
/text-analysis/,India,4,3,1.333333333,16.66666667,12,0,0
/text-analysis/,Switzerland,4,2,2,4,11,0,0
/text-analysis/,United Kingdom,4,4,1,8.5,12,0,0
/urlytics/,Mexico,4,1,4,0,11,0,0
/user-agent-parser/,France,4,4,1,10.5,14,0,0
/xml-sitemaps/,Canada,4,4,1,19.25,16,0,0
/xml-sitemaps/,Finland,4,4,1,33.25,18,0,0
/,Argentina,3,2,1.5,5,11,0,0
/,Bulgaria,3,2,1.5,12,11,0,0
/,Israel,3,2,1.5,17.5,15,0,0
/,Lithuania,3,4,0.75,9.5,16,0,0
/,Philippines,3,2,1.5,23.5,12,0,0
/,Serbia,3,2,1.5,14.5,14,0,0
/,Taiwan,3,3,1,4.333333333,9,0,0
/about/,United Kingdom,3,3,1,13,6,0,0
/audience-manager/,Ireland,3,4,0.75,1.5,9,0,0
/audience-manager/,United States,3,4,0.75,6.5,13,0,0
/bot-ips/,Ireland,3,3,1,8.666666667,12,0,0
/content-similarity/,Brazil,3,1,3,8,8,0,0
/content-similarity/,China,3,3,1,0,11,0,0
/content-similarity/,Croatia,3,3,1,3.333333333,10,0,0
/content-similarity/,Ukraine,3,2,1.5,4.5,11,0,0
/crawlytics/0faaaa99c2001264233fe1ae,United Kingdom,3,2,1.5,235.5,8,0,0
/crawlytics/1f700c528fb9600955c7fb86,Germany,3,1,3,33,9,0,0
/crawlytics/6156bc9b99c162275a07511b,Spain,3,1,3,17,9,0,0
/crawlytics/626f7cbf3bb64cb0464d201f,Poland,3,1,3,9,9,0,0
/crawlytics/6b8e65cf207a3fc8e3a54029,Türkiye,3,1,3,120,9,0,0
/crawlytics/820322c6bd2b4d4b9b4f4fa0,Germany,3,1,3,57,9,0,0
/crawlytics/98b20b1c52467cf1c54bba6e,Canada,3,1,3,25,9,0,0
/crawlytics/9c15694c1b2f2ce1d576f2c0,Canada,3,1,3,63,9,0,0
/crawlytics/b9a6d407b7478ae38b302239,Romania,3,1,3,12,7,0,0
/crawlytics/bd87322adf24039ec2ebe702,Germany,3,1,3,82,9,0,0
/crawlytics/d83ac27f3735e1d62921be41,United States,3,1,3,21,8,0,0
/crawlytics/e1ef67d7a5134b1cfcd754e4,Philippines,3,1,3,36,9,0,0
/crawlytics/ed15db82906e8180e4a07f26,Pakistan,3,1,3,12,9,0,0
/crawlytics/f07a2e54ea2acaae9b01f5fe,Sweden,3,1,3,27,9,0,0
/crawlytics/f11c402ac2d7d961b3a12ad6,Brazil,3,1,3,12,10,0,0
/crawlytics/f11c402ac2d7d961b3a12ad6,United States,3,2,1.5,5.5,9,0,0
/crawlytics/f99b52464a0648b6e78ecbc8,Vietnam,3,1,3,26,9,0,0
/crawlytics/fbfa97607eea232a8a214d18,Japan,3,1,3,58,10,0,0
/crawlytics/ffc54ce3846422aae9cc1c0c,Türkiye,3,1,3,23,10,0,0
/entity-extraction/,Czechia,3,2,1.5,19.5,10,0,0
/gsc-dashboard/,Brazil,3,2,1.5,8,10,0,0
/gsc-dashboard/,Bulgaria,3,1,3,100,8,0,0
/gsc-dashboard/,Canada,3,3,1,8,10,0,0
/link-analysis/,Canada,3,2,1.5,9,8,0,0
/link-analysis/,China,3,3,1,0,10,0,0
/link-analysis/,United States,3,3,1,23,9,0,0
/llm-crawl-eval/,Brazil,3,2,1.5,6.5,7,0,0
/llm-crawl-eval/,China,3,3,1,4.666666667,11,0,0
/llm-crawl-eval/,Greece,3,2,1.5,69,8,0,0
/posts/auditing-vs-analysis/index.html,China,3,3,1,0,9,0,0
/posts/crawl-meta-parameter/index.html,China,3,3,1,0,10,0,0
/posts/external-links/,Brazil,3,1,3,0,4,0,0
/posts/gsc-audit-analysis/slides/index.html,China,3,3,1,1,11,0,0
/python/,China,3,3,1,5,10,0,0
/python/,Croatia,3,2,1.5,20,8,0,0
/python/,Türkiye,3,2,1.5,25,11,0,0
/python/how-to/,Ireland,3,1,3,11,7,0,0
/python/how-to/download-images-bulk,China,3,3,1,0,12,0,0
/python/how-to/install-advertools/,China,3,3,1,0,9,0,0
/python/how-to/xml-sitemap-status-codes/,China,3,3,1,0,10,0,0
/python/seo/,Poland,3,1,3,0,8,0,0
/python/tutorial/,China,3,3,1,0,11,0,0
/python/tutorial/,United States,3,3,1,5.666666667,10,0,0
/python/tutorial/advertools-v0.17.0-new-features/,India,3,3,1,3,11,0,0
/python/tutorial/crawling/,China,3,3,1,0,9,0,0
/python/tutorial/running-python-scripts-uv/,Australia,3,3,1,70.33333333,14,0,0
/python/tutorial/running-python-scripts-uv/,China,3,3,1,0.6666666667,11,0,0
/python/tutorial/running-python-scripts-uv/,Greece,3,2,1.5,274,9,0,0
/python/tutorial/running-python-scripts-uv/,Portugal,3,1,3,0,8,0,0
/python/tutorial/running-python-scripts-uv/,Singapore,3,2,1.5,44,13,0,0
/python/tutorial/running-python-scripts-uv/,South Africa,3,2,1.5,48.5,10,0,0
/python/tutorial/running-python-scripts-uv/,South Korea,3,3,1,8.333333333,12,0,0
/python/tutorial/start-here/,United States,3,3,1,0,3,0,0
/reverse-dns-lookup/,Australia,3,3,1,5.666666667,15,0,0
/reverse-dns-lookup/,Croatia,3,2,1.5,8,9,0,0
/reverse-dns-lookup/,Tunisia,3,2,1.5,4.5,10,0,0
/reverse-dns-lookup/,Türkiye,3,1,3,80,8,0,0
/schema-generator/,Germany,3,3,1,7.333333333,9,0,0
/schema-generator/,Indonesia,3,1,3,138,9,0,0
/schema-generator/,Türkiye,3,1,3,73,10,0,0
/seo-crawler/,Albania,3,2,1.5,7.5,14,0,0
/seo-crawler/,Belgium,3,2,1.5,2,9,0,0
/seo-crawler/,Denmark,3,2,1.5,38,12,0,0
/seo-crawler/,Egypt,3,2,1.5,9,11,0,0
/seo-crawler/,Latvia,3,3,1,0,9,0,0
/seo-crawler/,Moldova,3,2,1.5,20,10,0,0
/seo-crawler/,Singapore,3,3,1,14.66666667,13,0,0
/seo-crawler/,Ukraine,3,2,1.5,11.5,10,0,0
/serp/,Brazil,3,2,1.5,28,10,0,0
/urlytics/,Croatia,3,3,1,33,8,0,0
/urlytics/,Italy,3,1,3,14,9,0,0
/urlytics/,Pakistan,3,3,1,13,9,0,0
/urlytics/,Serbia,3,1,3,53,9,0,0
/urlytics/,Switzerland,3,3,1,6.333333333,9,0,0
/user-agent-parser/,Türkiye,3,2,1.5,96.5,10,0,0
/xml-sitemaps/,Brazil,3,2,1.5,56,11,0,0
/xml-sitemaps/,Bulgaria,3,2,1.5,34,12,0,0
/xml-sitemaps/,Croatia,3,3,1,11.66666667,8,0,0
/xml-sitemaps/,Denmark,3,2,1.5,16.5,10,0,0
/xml-sitemaps/,Ecuador,3,3,1,41.66666667,14,0,0
/xml-sitemaps/,Greece,3,3,1,57.33333333,13,0,0
/xml-sitemaps/,Mexico,3,3,1,96,12,0,0
/xml-sitemaps/,Philippines,3,1,3,72,8,0,0
/xml-sitemaps/,Portugal,3,3,1,37.33333333,12,0,0
/,Belgium,2,2,1,42,10,0,0
/,Cyprus,2,2,1,8.5,9,0,0
/,Ecuador,2,1,2,34,5,0,0
/,Egypt,2,2,1,10,12,0,0
/,Moldova,2,2,1,4,8,0,0
/,North Macedonia,2,2,1,0,6,0,0
/,Portugal,2,2,1,31.5,13,0,0
/,Sri Lanka,2,1,2,11,8,0,0
/,Sweden,2,2,1,22,13,0,0
/,Ukraine,2,1,2,13,7,0,0
/about.html,China,2,2,1,0,6,0,0
/about/,Germany,2,2,1,43,5,0,0
/about/,Vietnam,2,1,2,12,7,0,0
/audience-manager/,Croatia,2,2,1,4,6,0,0
/audience-manager/,Malaysia,2,1,2,15,6,0,0
/audience-manager/,Switzerland,2,2,1,14.5,6,0,0
/bot-ips/,Germany,2,2,1,11,10,0,0
/bot-ips/,Russia,2,1,2,0,7,0,0
/bot-ips/,Ukraine,2,2,1,7,9,0,0
/content-similarity/,Switzerland,2,2,1,10,6,0,0
/crawlytics/030f2d7ac6d0ea614b6faf7b,Canada,2,1,2,77,6,0,0
/crawlytics/11ebc02eb526a0e6b3812ce1,United States,2,1,2,165,6,0,0
/crawlytics/145ef727c67bb9aead3f8bc1,Italy,2,1,2,70,6,0,0
/crawlytics/159aa5e6814daf96bd8d7e5f,United States,2,1,2,45,6,0,0
/crawlytics/1692947802eca083d6d0accf,Sweden,2,1,2,99,6,0,0
/crawlytics/199a5aa8790542d3d917776c,Tunisia,2,1,2,97,6,0,0
/crawlytics/1fc9d532071b076958822f0f,Ireland,2,1,2,50,6,0,0
