Page path and screen class,Country,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
/llm-content-evaluation/,Belgium,1,1,1,9,3,0,0
/llm-content-evaluation/,Brazil,1,1,1,6,3,0,0
/llm-content-evaluation/,China,1,1,1,0,3,0,0
/llm-content-evaluation/,Croatia,1,1,1,7,3,0,0
/llm-content-evaluation/,Cyprus,1,1,1,4,2,0,0
/llm-content-evaluation/,Czechia,1,1,1,18,3,0,0
/llm-content-evaluation/,Greece,1,1,1,7,3,0,0
/llm-content-evaluation/,Lithuania,1,1,1,7,3,0,0
/llm-content-evaluation/,Russia,1,1,1,57,3,0,0
/llm-content-evaluation/,San Marino,1,1,1,36,3,0,0
/llm-content-evaluation/,Serbia,1,1,1,6,3,0,0
/llm-content-evaluation/,Slovenia,1,1,1,229,3,0,0
/llm-content-evaluation/,Spain,1,1,1,93,3,0,0
/llm-content-evaluation/,Switzerland,1,1,1,38,3,0,0
/llm-crawl-eval/,(not set),1,1,1,0,3,0,0
/llm-crawl-eval/,Bulgaria,1,1,1,26,3,0,0
/llm-crawl-eval/,Croatia,1,1,1,3,3,0,0
/llm-crawl-eval/,Cyprus,1,1,1,5,3,0,0
/llm-crawl-eval/,France,1,1,1,17,3,0,0
/llm-crawl-eval/,Germany,1,1,1,6,3,0,0
/llm-crawl-eval/,Indonesia,1,1,1,9,3,0,0
/llm-crawl-eval/,Israel,1,1,1,39,3,0,0
/llm-crawl-eval/,Lithuania,1,1,1,4,3,0,0
/llm-crawl-eval/,Philippines,1,1,1,239,3,0,0
/llm-crawl-eval/,San Marino,1,1,1,96,3,0,0
/llm-crawl-eval/,Serbia,1,1,1,12,3,0,0
/llm-crawl-eval/,Switzerland,1,1,1,1,3,0,0
/posts/auditing-vs-analysis/,Malaysia,1,1,1,11,3,0,0
/posts/automating-python-scripts/,India,1,1,1,56,4,0,0
/posts/bodytext-xpath-selector/,China,1,1,1,0,3,0,0
/posts/bodytext-xpath-selector/,Czechia,1,1,1,3,4,0,0
/posts/bodytext-xpath-selector/,Greece,1,1,1,0,3,0,0
/posts/bulk-prompting/index.html,China,1,1,1,0,3,0,0
/posts/crawl-file-structure/,India,1,1,1,54,6,0,0
/posts/crawl-meta-parameter/,Brazil,1,1,1,0,4,0,0
/posts/crawl-meta-parameter/,Malaysia,1,1,1,43,3,0,0
/posts/crawl-meta-parameter/,Nepal,1,1,1,0,4,0,0
/posts/evergreen-crawling-xml-sitemaps/,China,1,1,1,0,4,0,0
/posts/evergreen-crawling-xml-sitemaps/,Malaysia,1,1,1,49,3,0,0
/posts/evergreen-crawling-xml-sitemaps/,Netherlands,1,1,1,40,4,0,0
/posts/evergreen-crawling-xml-sitemaps/,United Kingdom,1,1,1,12,2,0,0
/posts/external-links/,Malaysia,1,1,1,144,3,0,0
/posts/external-links/index.html,China,1,1,1,0,3,0,0
/posts/external-links/index.html,India,1,1,1,2,4,0,0
/posts/gsc-audit-analysis/,China,1,1,1,3,5,0,0
/posts/gsc-audit-analysis/,India,1,1,1,3,2,0,0
/posts/gsc-audit-analysis/slides/,India,1,1,1,0,6,0,0
/posts/gsc-audit-analysis/slides/,Italy,1,1,1,0,2,0,0
/posts/gsc-audit-analysis/slides/,Malaysia,1,1,1,163,3,0,0
/posts/llm-app-guidelines/index.html,China,1,1,1,0,4,0,0
/posts/llm-content-evaluation/,Germany,1,1,1,22,4,0,0
/posts/llm-content-evaluation/,India,1,1,1,5,4,0,0
/posts/llm-content-evaluation/,United States,1,1,1,0,3,0,0
/posts/llm-content-evaluation/index.html,China,1,1,1,0,3,0,0
/posts/logfile-analysis-cli/,Malaysia,1,1,1,22,3,0,0
/posts/programming-vs-software-dev/index.html,China,1,1,1,0,3,0,0
/posts/serp-analysis/,Malaysia,1,1,1,84,3,0,0
/posts/serp-analysis/index.html,Brazil,1,1,1,1,4,0,0
/posts/sitemap-dashboard/,Malaysia,1,1,1,101,3,0,0
/posts/sitemap-request-headers/,Australia,1,1,1,17,6,0,0
/posts/sitemap-request-headers/,China,1,1,1,0,3,0,0
/posts/sitemap-request-headers/,France,1,1,1,0,3,0,0
/posts/sitemap-request-headers/,Germany,1,1,1,29,4,0,0
/posts/sitemap-request-headers/,Indonesia,1,1,1,2,2,0,0
/posts/sitemap-request-headers/,Italy,1,1,1,0,3,0,0
/python/,(not set),1,1,1,3,5,0,0
/python/,Australia,1,1,1,16,3,0,0
/python/,Bangladesh,1,1,1,2,2,0,0
/python/,Brazil,1,1,1,10,5,0,0
/python/,Ecuador,1,1,1,13,3,0,0
/python/,Finland,1,1,1,24,3,0,0
/python/,France,1,1,1,3,3,0,0
/python/,Indonesia,1,1,1,6,3,0,0
/python/,Israel,1,1,1,19,3,0,0
/python/,Italy,1,1,1,5,3,0,0
/python/,Japan,1,1,1,8,3,0,0
/python/,Kenya,1,1,1,4,3,0,0
/python/,Lithuania,1,1,1,7,2,0,0
/python/,Mexico,1,1,1,2,2,0,0
/python/,San Marino,1,1,1,19,3,0,0
/python/,Serbia,1,1,1,5,4,0,0
/python/,Tunisia,1,1,1,3,2,0,0
/python/,United Kingdom,1,1,1,4,4,0,0
/python/,Vietnam,1,1,1,0,4,0,0
/python/explanation/,China,1,1,1,0,3,0,0
/python/explanation/,Greece,1,1,1,18,3,0,0
/python/explanation/,Türkiye,1,1,1,25,3,0,0
/python/explanation/,United States,1,1,1,3,3,0,0
/python/explanation/crawl-file-structure/,Greece,1,1,1,10,2,0,0
/python/explanation/crawl-file-structure/,United States,1,1,1,13,3,0,0
/python/explanation/crawling-vs-scraping/,Brazil,1,1,1,2053,5,0,0
/python/explanation/programming-vs-software-development/index.html,China,1,1,1,0,4,0,0
/python/explanation/use-python-seo/,Türkiye,1,1,1,23,2,0,0
/python/explanation/work-using-code/index.html,China,1,1,1,2,4,0,0
/python/how-to/,Israel,1,1,1,18,3,0,0
/python/how-to/,Lithuania,1,1,1,31,3,0,0
/python/how-to/,San Marino,1,1,1,6,3,0,0
/python/how-to/,Switzerland,1,1,1,40,3,0,0
/python/how-to/,Türkiye,1,1,1,15,3,0,0
/python/how-to/audit-robots-blocking-sitemap/,Brazil,1,1,1,4,4,0,0
/python/how-to/audit-robots-blocking-sitemap/,China,1,1,1,0,4,0,0
/python/how-to/audit-robots-blocking-sitemap/,Germany,1,1,1,10,5,0,0
/python/how-to/audit-robots-blocking-sitemap/,India,1,1,1,15,5,0,0
/python/how-to/audit-robots-blocking-sitemap/,Pakistan,1,1,1,8,2,0,0
/python/how-to/audit-robots-blocking-sitemap/,Spain,1,1,1,2,4,0,0
/python/how-to/audit-structured-data/,China,1,1,1,0,3,0,0
/python/how-to/audit-structured-data/,India,1,1,1,55,3,0,0
/python/how-to/audit-structured-data/,United States,1,1,1,192,3,0,0
/python/how-to/audit-structured-data/index.html,China,1,1,1,0,3,0,0
/python/how-to/audit-structured-data/index.html,Singapore,1,2,0.5,0,4,0,0
/python/how-to/broken-link-checker/,Brazil,1,1,1,0,3,0,0
/python/how-to/broken-link-checker/,China,1,1,1,3,5,0,0
/python/how-to/broken-link-checker/,France,1,1,1,0,3,0,0
/python/how-to/broken-link-checker/,Germany,1,1,1,23,4,0,0
/python/how-to/broken-link-checker/,India,1,1,1,52,3,0,0
/python/how-to/broken-link-checker/,United States,1,1,1,13,2,0,0
/python/how-to/crawl-with-proxies/,Brazil,1,1,1,444,4,0,0
/python/how-to/crawl-with-proxies/,India,1,1,1,44,3,0,0
/python/how-to/crawl-with-proxies/,Türkiye,1,1,1,12,3,0,0
/python/how-to/download-images-bulk/,Greece,1,1,1,55,3,0,0
/python/how-to/download-images-bulk/,India,1,1,1,42,3,0,0
/python/how-to/download-images-bulk/,Israel,1,1,1,18,2,0,0
/python/how-to/download-images-bulk/index.html,China,1,1,1,0,3,0,0
/python/how-to/download-visualize-sitemap/,Australia,1,1,1,3,5,0,0
/python/how-to/download-visualize-sitemap/,Brazil,1,1,1,30,5,0,0
/python/how-to/download-visualize-sitemap/,Bulgaria,1,1,1,0,3,0,0
/python/how-to/download-visualize-sitemap/,China,1,1,1,0,3,0,0
/python/how-to/download-visualize-sitemap/,Denmark,1,1,1,7,4,0,0
/python/how-to/download-visualize-sitemap/,India,1,1,1,75,3,0,0
/python/how-to/download-visualize-sitemap/,Ireland,1,1,1,5,2,0,0
/python/how-to/download-visualize-sitemap/,Mexico,1,1,1,48,2,0,0
/python/how-to/download-visualize-sitemap/,Pakistan,1,1,1,38,4,0,0
/python/how-to/download-visualize-sitemap/,Russia,1,1,1,0,3,0,0
/python/how-to/download-visualize-sitemap/,Slovakia,1,1,1,31,5,0,0
/python/how-to/download-visualize-sitemap/,United Kingdom,1,1,1,0,3,0,0
/python/how-to/download-visualize-sitemap/,United States,1,1,1,88,5,0,0
/python/how-to/install-advertools/,Croatia,1,1,1,8,4,0,0
/python/how-to/install-advertools/,India,1,1,1,15,3,0,0
/python/how-to/install-advertools/,Indonesia,1,1,1,3,4,0,0
/python/how-to/install-advertools/,Vietnam,1,1,1,12,4,0,0
/python/how-to/xml-sitemap-status-codes/,Canada,1,1,1,10,5,0,0
/python/how-to/xml-sitemap-status-codes/,Iran,1,1,1,0,5,0,0
/python/how-to/xml-sitemap-status-codes/,Netherlands,1,1,1,9,4,0,0
/python/script/,Greece,1,1,1,5,4,0,0
/python/script/,Sweden,1,1,1,9,5,0,0
/python/seo/,India,1,1,1,25,5,0,0
/python/seo/,United Kingdom,1,1,1,10,5,0,0
/python/seo/,Vietnam,1,1,1,9,4,0,0
/python/tutorial/,Finland,1,1,1,7,3,0,0
/python/tutorial/,Japan,1,1,1,8,3,0,0
/python/tutorial/,Serbia,1,1,1,23,3,0,0
/python/tutorial/,Switzerland,1,1,1,21,4,0,0
/python/tutorial/,Türkiye,1,1,1,14,3,0,0
/python/tutorial/,Vietnam,1,1,1,9,3,0,0
/python/tutorial/advertools-v0.17.0-new-features/,Australia,1,1,1,14,5,0,0
/python/tutorial/advertools-v0.17.0-new-features/,Brazil,1,1,1,15,4,0,0
/python/tutorial/advertools-v0.17.0-new-features/,Canada,1,1,1,7,4,0,0
/python/tutorial/advertools-v0.17.0-new-features/,Finland,1,1,1,31,6,0,0
/python/tutorial/advertools-v0.17.0-new-features/,Germany,1,1,1,0,5,0,0
/python/tutorial/advertools-v0.17.0-new-features/,Ireland,1,1,1,2,4,0,0
/python/tutorial/advertools-v0.17.0-new-features/,Israel,1,1,1,3,4,0,0
/python/tutorial/advertools-v0.17.0-new-features/,Pakistan,1,1,1,0,3,0,0
/python/tutorial/advertools-v0.17.0-new-features/,Poland,1,0,0,0,2,0,0
/python/tutorial/advertools-v0.17.0-new-features/,United Arab Emirates,1,1,1,1,4,0,0
/python/tutorial/advertools-v0.17.0-new-features/,United Kingdom,1,1,1,4,4,0,0
/python/tutorial/crawling/,Brazil,1,1,1,5,5,0,0
/python/tutorial/crawling/,Finland,1,1,1,22,4,0,0
/python/tutorial/crawling/,France,1,1,1,0,1,0,0
/python/tutorial/crawling/,Greece,1,1,1,63,2,0,0
/python/tutorial/crawling/,Russia,1,1,1,9,3,0,0
/python/tutorial/running-python-scripts-uv/,Bulgaria,1,1,1,11,4,0,0
/python/tutorial/running-python-scripts-uv/,Colombia,1,1,1,25,5,0,0
/python/tutorial/running-python-scripts-uv/,Egypt,1,1,1,1,4,0,0
/python/tutorial/running-python-scripts-uv/,Finland,1,1,1,0,4,0,0
/python/tutorial/running-python-scripts-uv/,Hong Kong,1,1,1,0,3,0,0
/python/tutorial/running-python-scripts-uv/,Indonesia,1,1,1,0,5,0,0
/python/tutorial/running-python-scripts-uv/,Lithuania,1,1,1,0,3,0,0
/python/tutorial/running-python-scripts-uv/,Norway,1,1,1,0,3,0,0
/python/tutorial/running-python-scripts-uv/,Russia,1,1,1,0,4,0,0
/python/tutorial/running-python-scripts-uv/,Sri Lanka,1,1,1,8,5,0,0
/python/tutorial/running-python-scripts-uv/,Taiwan,1,1,1,16,4,0,0
/python/tutorial/running-python-scripts-uv/,Türkiye,1,1,1,2,4,0,0
/python/tutorial/running-python-scripts-uv/,Ukraine,1,1,1,49,5,0,0
/python/tutorial/running-python-scripts-uv/,Vietnam,1,1,1,0,6,0,0
/python/tutorial/setting-up-python/,Japan,1,1,1,43,3,0,0
/python/tutorial/setting-up-python/,Serbia,1,1,1,36,3,0,0
/python/tutorial/start-here/,Mexico,1,1,1,9,3,0,0
/python/tutorial/start-here/,Vietnam,1,1,1,60,4,0,0
/python/tutorial/start-here/index.html,(not set),1,1,1,3,5,0,0
/python/tutorial/text-partitioning/,China,1,1,1,0,3,0,0
/python/tutorial/text-partitioning/index.html,United States,1,1,1,2,4,0,0
/reverse-dns-lookup/,Algeria,1,1,1,0,6,0,0
/reverse-dns-lookup/,Austria,1,1,1,3,5,0,0
/reverse-dns-lookup/,Bangladesh,1,1,1,35,5,0,0
/reverse-dns-lookup/,Bulgaria,1,1,1,10,5,0,0
/reverse-dns-lookup/,Denmark,1,1,1,15,5,0,0
/reverse-dns-lookup/,Greece,1,1,1,1,2,0,0
/reverse-dns-lookup/,Hong Kong,1,1,1,0,4,0,0
/reverse-dns-lookup/,Indonesia,1,1,1,7,5,0,0
/reverse-dns-lookup/,Malaysia,1,1,1,41,5,0,0
/reverse-dns-lookup/,Philippines,1,1,1,6,5,0,0
/reverse-dns-lookup/,Puerto Rico,1,1,1,27,5,0,0
/reverse-dns-lookup/,Qatar,1,1,1,7,4,0,0
/reverse-dns-lookup/,Saudi Arabia,1,1,1,0,3,0,0
/reverse-dns-lookup/,Singapore,1,2,0.5,5.5,8,0,0
/reverse-dns-lookup/,Slovakia,1,1,1,13,3,0,0
/reverse-dns-lookup/,South Africa,1,1,1,1,6,0,0
/reverse-dns-lookup/,Spain,1,1,1,45,5,0,0
/reverse-dns-lookup/,Sri Lanka,1,1,1,0,3,0,0
/reverse-dns-lookup/,Taiwan,1,1,1,9,5,0,0
/reverse-dns-lookup/,Ukraine,1,1,1,15,3,0,0
/schema-generator/,Colombia,1,1,1,43,3,0,0
/schema-generator/,Finland,1,1,1,118,3,0,0
/schema-generator/,France,1,1,1,22,5,0,0
/schema-generator/,Greece,1,1,1,6,3,0,0
/schema-generator/,Ireland,1,1,1,8,3,0,0
/schema-generator/,Lithuania,1,1,1,1,3,0,0
/schema-generator/,Nepal,1,1,1,139,3,0,0
/schema-generator/,Netherlands,1,1,1,97,3,0,0
/schema-generator/,Portugal,1,1,1,21,3,0,0
/schema-generator/,Romania,1,1,1,8,5,0,0
/schema-generator/,San Marino,1,1,1,71,3,0,0
/schema-generator/,Singapore,1,3,0.3333333333,4.333333333,9,0,0
/schema-generator/,Slovakia,1,1,1,24,3,0,0
/schema-generator/,Spain,1,1,1,31,3,0,0
/schema-generator/,Ukraine,1,1,1,3,3,0,0
/schema-generator/,Vietnam,1,1,1,3,3,0,0
/seo-crawler/,Argentina,1,1,1,0,5,0,0
/seo-crawler/,Austria,1,1,1,28,3,0,0
/seo-crawler/,Finland,1,1,1,43,3,0,0
/seo-crawler/,Georgia,1,1,1,22,4,0,0
/seo-crawler/,Greece,1,1,1,22,3,0,0
/seo-crawler/,Hungary,1,1,1,55,5,0,0
/seo-crawler/,Israel,1,1,1,4,3,0,0
/seo-crawler/,Jamaica,1,1,1,61,4,0,0
/seo-crawler/,Lithuania,1,1,1,24,5,0,0
/seo-crawler/,Malaysia,1,1,1,39,3,0,0
/seo-crawler/,Mexico,1,1,1,26,3,0,0
/seo-crawler/,Nigeria,1,1,1,11,5,0,0
/seo-crawler/,Portugal,1,1,1,31,5,0,0
/seo-crawler/,Qatar,1,1,1,16,4,0,0
/seo-crawler/,San Marino,1,1,1,16,3,0,0
/seo-crawler/,Serbia,1,1,1,77,5,0,0
/seo-crawler/,United Arab Emirates,1,1,1,50,3,0,0
/seo-crawler/,Venezuela,1,1,1,44,5,0,0
/serp,China,1,1,1,12,5,0,0
/serp/,Austria,1,1,1,0,4,0,0
/serp/,Denmark,1,1,1,41,3,0,0
/serp/,Egypt,1,1,1,4,4,0,0
/serp/,Germany,1,1,1,10,3,0,0
/serp/,Indonesia,1,1,1,0,4,0,0
/serp/,Italy,1,1,1,31,3,0,0
/serp/,Japan,1,1,1,25,3,0,0
/serp/,Lithuania,1,1,1,3,3,0,0
/serp/,Nepal,1,1,1,34,3,0,0
/serp/,Poland,1,1,1,11,3,0,0
/serp/,Russia,1,1,1,27,3,0,0
/serp/,San Marino,1,1,1,9,3,0,0
/serp/,Serbia,1,1,1,11,3,0,0
/serp/,Spain,1,1,1,6,3,0,0
/serp/,Türkiye,1,1,1,10,3,0,0
/text-analysis/,China,1,1,1,0,3,0,0
/text-analysis/,Croatia,1,1,1,5,3,0,0
/text-analysis/,Czechia,1,1,1,2,3,0,0
/text-analysis/,Denmark,1,1,1,7,3,0,0
/text-analysis/,Greece,1,1,1,7,3,0,0
/text-analysis/,Mexico,1,1,1,19,3,0,0
/text-analysis/,Philippines,1,1,1,38,3,0,0
/text-analysis/,Poland,1,1,1,23,3,0,0
/text-analysis/,Portugal,1,1,1,22,3,0,0
/text-analysis/,Russia,1,1,1,41,3,0,0
/text-analysis/,Serbia,1,1,1,1,3,0,0
/text-analysis/,Slovakia,1,1,1,8,3,0,0
/text-analysis/,Slovenia,1,1,1,47,3,0,0
/urlytics,China,1,1,1,0,4,0,0
/urlytics/,Austria,1,1,1,10,3,0,0
/urlytics/,Brazil,1,1,1,0,4,0,0
/urlytics/,Canada,1,1,1,5,3,0,0
/urlytics/,Czechia,1,1,1,6,3,0,0
/urlytics/,Greece,1,1,1,4,3,0,0
/urlytics/,Hong Kong,1,1,1,8,3,0,0
/urlytics/,India,1,1,1,5,3,0,0
/urlytics/,Poland,1,1,1,1,5,0,0
/urlytics/,Russia,1,1,1,9,3,0,0
/urlytics/,Slovakia,1,1,1,0,2,0,0
/urlytics/,Sweden,1,1,1,2,3,0,0
/user-agent-parser,Singapore,1,2,0.5,10,5,0,0
/user-agent-parser/,Australia,1,1,1,0,4,0,0
/user-agent-parser/,Brazil,1,1,1,22,3,0,0
/user-agent-parser/,Bulgaria,1,1,1,7,5,0,0
/user-agent-parser/,Colombia,1,1,1,0,4,0,0
/user-agent-parser/,Greece,1,1,1,2,2,0,0
/user-agent-parser/,Kenya,1,1,1,36,5,0,0
/user-agent-parser/,Lithuania,1,1,1,11,3,0,0
/user-agent-parser/,Mexico,1,1,1,14,5,0,0
/user-agent-parser/,Netherlands,1,1,1,9,5,0,0
/user-agent-parser/,Taiwan,1,1,1,8,5,0,0
/user-agent-parser/,United Arab Emirates,1,1,1,695,5,0,0
/xml-sitemaps/,Argentina,1,1,1,7,3,0,0
/xml-sitemaps/,Austria,1,1,1,26,5,0,0
/xml-sitemaps/,Bangladesh,1,1,1,49,5,0,0
/xml-sitemaps/,Belarus,1,1,1,13,4,0,0
/xml-sitemaps/,Chile,1,1,1,32,5,0,0
/xml-sitemaps/,Costa Rica,1,1,1,110,5,0,0
/xml-sitemaps/,Estonia,1,1,1,49,5,0,0
/xml-sitemaps/,Georgia,1,1,1,5,4,0,0
/xml-sitemaps/,Indonesia,1,1,1,0,6,0,0
/xml-sitemaps/,Israel,1,1,1,5,3,0,0
/xml-sitemaps/,Japan,1,1,1,5,5,0,0
/xml-sitemaps/,Lebanon,1,1,1,49,5,0,0
/xml-sitemaps/,Lithuania,1,1,1,32,5,0,0
/xml-sitemaps/,Norway,1,1,1,25,4,0,0
/xml-sitemaps/,Saudi Arabia,1,1,1,19,4,0,0
/xml-sitemaps/,South Korea,1,1,1,0,6,0,0
/xml-sitemaps/,Sri Lanka,1,1,1,5,3,0,0
/,Morocco,0,1,0,0,1,0,0
/about.html,Singapore,0,2,0,0,2,0,0
/audience-manager,Singapore,0,1,0,16,1,0,0
/audience-manager/,Singapore,0,2,0,4.5,3,0,0
/bot-ips/,Singapore,0,1,0,4,2,0,0
/crawlytics/2f78ef7b58af4e64ffc45476,Singapore,0,2,0,9.5,2,0,0
/entity-extraction/,Singapore,0,3,0,3,6,0,0
/gsc-dashboard/,Singapore,0,1,0,2,2,0,0
/link-analysis/,Singapore,0,3,0,3.666666667,5,0,0
/llm-content-evaluation/,Singapore,0,1,0,4,2,0,0
/llm-crawl-eval/,Singapore,0,2,0,5.5,3,0,0
/posts/auditing-vs-analysis/index.html,Singapore,0,3,0,0,3,0,0
/posts/bodytext-xpath-selector/,Singapore,0,1,0,1,2,0,0
/posts/bodytext-xpath-selector/index.html,Singapore,0,2,0,0,2,0,0
/posts/bulk-prompting/index.html,Singapore,0,1,0,1,2,0,0
/posts/compare-crawls/index.html,Singapore,0,2,0,0.5,3,0,0
/posts/crawl-meta-parameter/index.html,Singapore,0,2,0,0.5,3,0,0
/posts/evergreen-crawling-xml-sitemaps/index.html,Singapore,0,4,0,0,4,0,0
/posts/external-links/index.html,Singapore,0,1,0,10,2,0,0
/posts/gsc-audit-analysis/slides/,Philippines,0,0,0,0,2,0,0
/posts/gsc-audit-analysis/slides/index.html,Singapore,0,2,0,1.5,4,0,0
/posts/llm-content-evaluation/index.html,Singapore,0,1,0,0,1,0,0
/posts/programming-vs-software-dev/index.html,Singapore,0,1,0,1,2,0,0
/posts/serp-analysis/index.html,Singapore,0,2,0,7,2,0,0
/posts/sitemap-request-headers/,Singapore,0,1,0,0,1,0,0
/posts/sitemap-request-headers/index.html,Singapore,0,2,0,0,2,0,0
/posts/word-co-occurrence-matrix/index.html,Singapore,0,2,0,1,4,0,0
/posts/work-using-code/index.html,Singapore,0,2,0,1,2,0,0
/python/,Singapore,0,2,0,0,2,0,0
/python/explanation/,Singapore,0,1,0,0,1,0,0
/python/explanation/crawl-file-structure/,Singapore,0,2,0,0,2,0,0
/python/explanation/crawl-file-structure/index.html,Singapore,0,2,0,0,2,0,0
/python/explanation/crawling-vs-scraping/index.html,Singapore,0,1,0,0,1,0,0
/python/how-to/,Singapore,0,3,0,0,3,0,0
/python/how-to/audit-robots-blocking-sitemap/index.html,Singapore,0,2,0,0.5,3,0,0
/python/how-to/audit-structured-data/,Singapore,0,1,0,2,2,0,0
/python/how-to/crawl-with-proxies/index.html,Singapore,0,2,0,0,2,0,0
/python/how-to/download-images-bulk/index.html,Singapore,0,1,0,0,1,0,0
/python/how-to/install-advertools/,Singapore,0,3,0,0,3,0,0
/python/how-to/xml-sitemap-status-codes/,Singapore,0,2,0,0,2,0,0
/python/script/,Singapore,0,2,0,0,2,0,0
/python/tutorial/,Singapore,0,1,0,0,1,0,0
/python/tutorial/advertools-v0.17.0-new-features/,Singapore,0,2,0,0,2,0,0
/python/tutorial/advertools-v0.17.0-new-features/index.html,Singapore,0,2,0,1,4,0,0
/python/tutorial/crawling/,Singapore,0,3,0,0.6666666667,3,0,0
/python/tutorial/running-python-scripts-uv/index.html,Singapore,0,1,0,0,1,0,0
/python/tutorial/setting-up-python/,Singapore,0,2,0,0,2,0,0
/python/tutorial/start-here/,Singapore,0,1,0,0,1,0,0
/python/tutorial/text-partitioning/,Singapore,0,1,0,1,1,0,0
/serp/,Singapore,0,2,0,5.5,4,0,0
/text-analysis/,Singapore,0,1,0,4,2,0,0
/urlytics,Singapore,0,1,0,24,1,0,0
/urlytics/,Singapore,0,2,0,4,3,0,0
/user-agent-parser/,Singapore,0,3,0,4,5,0,0
/xml-sitemaps,Singapore,0,1,0,5,1,0,0
/xml-sitemaps/,Jordan,0,0,0,0,2,0,0